"","incgroup_prepost","presapp_track"
"707",NA,"Right Direction"
"708","$25,000-$27,499","Right Direction"
"709","$15,000-$17,499","Wrong Track"
"710","$30,000-$34,999","Right Direction"
"711","$35,000-$39,999","Wrong Track"
"712","$100,000-$109,999","Wrong Track"
"713",NA,"Wrong Track"
"714","$17,500-$19,999","Wrong Track"
"715","$70,000-$74,999","Right Direction"
"716","$250,000 Or More","Right Direction"
"717","$25,000-$27,499","Right Direction"
"718","$5,000-$9,999","Wrong Track"
"719","$70,000-$74,999","Right Direction"
"720","Under $5,000","Wrong Track"
"721","$10,000-$12,499","Wrong Track"
"722","Under $5,000","Wrong Track"
"723","$80,000-$89,999","Right Direction"
"724","$100,000-$109,999","Wrong Track"
"725","$250,000 Or More","Wrong Track"
"726","$250,000 Or More","Right Direction"
"727","$100,000-$109,999","Wrong Track"
"728","$80,000-$89,999","Right Direction"
"729","$175,000-$249,999","Right Direction"
"730","$150,000-$174,999","Wrong Track"
"731","$30,000-$34,999","Wrong Track"
"732","$175,000-$249,999","Wrong Track"
"733",NA,NA
"734","$80,000-$89,999","Wrong Track"
"735","$70,000-$74,999","Right Direction"
"736","Under $5,000",NA
"737","$35,000-$39,999","Right Direction"
"738","$30,000-$34,999","Right Direction"
"739","$10,000-$12,499","Right Direction"
"740","$65,000-$69,999","Wrong Track"
"741","$17,500-$19,999","Right Direction"
"742","$80,000-$89,999","Wrong Track"
"743","$25,000-$27,499","Right Direction"
"744","$35,000-$39,999","Wrong Track"
"745","$175,000-$249,999","Wrong Track"
"746","$100,000-$109,999","Right Direction"
"747","$250,000 Or More",NA
"748","$25,000-$27,499","Wrong Track"
"749","$100,000-$109,999","Wrong Track"
"750","$100,000-$109,999",NA
"751","$10,000-$12,499","Wrong Track"
"752","$100,000-$109,999","Wrong Track"
"753","Under $5,000","Right Direction"
"754","$55,000-$59,999",NA
"755","Under $5,000",NA
"756","$55,000-$59,999","Wrong Track"
"757","$60,000-$64,999","Wrong Track"
"758","$100,000-$109,999",NA
"759","$17,500-$19,999","Wrong Track"
"760","$60,000-$64,999","Wrong Track"
"761","$80,000-$89,999",NA
"762","Under $5,000","Wrong Track"
"763","$25,000-$27,499","Wrong Track"
"764","$35,000-$39,999","Wrong Track"
"765","$75,000-$79,999","Wrong Track"
"766","$50,000-$54,999","Right Direction"
"767","Under $5,000","Right Direction"
"768","$60,000-$64,999",NA
"769","Under $5,000","Wrong Track"
"770","$30,000-$34,999","Wrong Track"
"771","$45,000-$49,999","Right Direction"
"772","$35,000-$39,999","Wrong Track"
"773","$20,000-$22,499","Right Direction"
"774","$75,000-$79,999","Wrong Track"
"775","$40,000-$44,999","Right Direction"
"776","$75,000-$79,999","Wrong Track"
"777","Under $5,000","Right Direction"
"778","$55,000-$59,999","Right Direction"
"779","Under $5,000","Wrong Track"
"780","$17,500-$19,999","Wrong Track"
"781","Under $5,000","Wrong Track"
"782","Under $5,000","Wrong Track"
"783","$40,000-$44,999","Wrong Track"
"784","$80,000-$89,999","Wrong Track"
"785","$50,000-$54,999","Wrong Track"
"786","$30,000-$34,999","Wrong Track"
"787","$65,000-$69,999","Wrong Track"
"788","$15,000-$17,499","Right Direction"
"789","$12,500-$14,999","Wrong Track"
"790","$30,000-$34,999","Wrong Track"
"791",NA,"Right Direction"
"792","$60,000-$64,999","Right Direction"
"793","$30,000-$34,999",NA
"794","Under $5,000","Right Direction"
"795","$35,000-$39,999","Wrong Track"
"796","$65,000-$69,999","Right Direction"
"797","Under $5,000","Wrong Track"
"798",NA,"Wrong Track"
"799",NA,"Wrong Track"
"800","$5,000-$9,999","Wrong Track"
"801","$75,000-$79,999","Wrong Track"
"802","$100,000-$109,999","Wrong Track"
"803","$50,000-$54,999","Right Direction"
"804",NA,"Right Direction"
"805","$50,000-$54,999","Right Direction"
"806","$50,000-$54,999","Wrong Track"
"807","$5,000-$9,999","Wrong Track"
"808","Under $5,000","Wrong Track"
"809","$70,000-$74,999","Right Direction"
"810","$50,000-$54,999","Wrong Track"
"811","$35,000-$39,999","Wrong Track"
"812","Under $5,000","Wrong Track"
"813","$30,000-$34,999","Wrong Track"
"814","$110,000-$124,999","Wrong Track"
"815","$20,000-$22,499","Right Direction"
"816","$50,000-$54,999","Right Direction"
"817","Under $5,000","Wrong Track"
"818",NA,"Wrong Track"
"819","$25,000-$27,499","Wrong Track"
"820","$30,000-$34,999","Wrong Track"
"821","Under $5,000","Wrong Track"
"822","$50,000-$54,999",NA
"823","$55,000-$59,999","Right Direction"
"824","$50,000-$54,999","Right Direction"
"825","$35,000-$39,999","Right Direction"
"826","$35,000-$39,999","Right Direction"
"827","$40,000-$44,999","Right Direction"
"828","$40,000-$44,999","Wrong Track"
"829","$15,000-$17,499","Wrong Track"
"830","$40,000-$44,999","Right Direction"
"831","$40,000-$44,999","Wrong Track"
"832","$22,500-$24,999","Right Direction"
"833","$75,000-$79,999","Wrong Track"
"834","$17,500-$19,999","Wrong Track"
"835","$17,500-$19,999","Right Direction"
"836","$100,000-$109,999","Right Direction"
"837","$60,000-$64,999","Wrong Track"
"838","$20,000-$22,499","Wrong Track"
"839","$5,000-$9,999",NA
"840","$10,000-$12,499",NA
"841","$35,000-$39,999","Right Direction"
"842","$15,000-$17,499","Right Direction"
"843","Under $5,000",NA
"844","Under $5,000","Right Direction"
"845","$50,000-$54,999","Right Direction"
"846","$55,000-$59,999","Right Direction"
"847","$75,000-$79,999","Wrong Track"
"848","$10,000-$12,499","Wrong Track"
"849","Under $5,000","Wrong Track"
"850","Under $5,000","Wrong Track"
"851",NA,"Wrong Track"
"852","$45,000-$49,999","Wrong Track"
"853","$20,000-$22,499","Right Direction"
"854","$15,000-$17,499","Wrong Track"
"855","$20,000-$22,499","Right Direction"
"856","$15,000-$17,499","Wrong Track"
"857","$60,000-$64,999","Wrong Track"
"858","Under $5,000",NA
"859",NA,"Right Direction"
"860","$22,500-$24,999","Wrong Track"
"861","$75,000-$79,999","Wrong Track"
"862","$60,000-$64,999","Wrong Track"
"863","$5,000-$9,999","Wrong Track"
"864","Under $5,000","Wrong Track"
"865","Under $5,000","Right Direction"
"866","$27,500-$29,999","Wrong Track"
"867","$30,000-$34,999","Right Direction"
"868","$70,000-$74,999",NA
"869","$110,000-$124,999","Wrong Track"
"870","$125,000-$149,999","Wrong Track"
"871","$125,000-$149,999","Wrong Track"
"872","$20,000-$22,499","Wrong Track"
"873","$35,000-$39,999","Wrong Track"
"874","$80,000-$89,999","Wrong Track"
"875","$45,000-$49,999","Right Direction"
"876","$45,000-$49,999","Wrong Track"
"877",NA,"Wrong Track"
"878","$55,000-$59,999","Right Direction"
"879","$100,000-$109,999","Wrong Track"
"880","$150,000-$174,999","Wrong Track"
"881","$80,000-$89,999","Wrong Track"
"882","$27,500-$29,999","Right Direction"
"883","Under $5,000","Wrong Track"
"884","Under $5,000","Right Direction"
"885","$10,000-$12,499","Wrong Track"
"886","$40,000-$44,999","Right Direction"
"887","$22,500-$24,999","Right Direction"
"888","$35,000-$39,999","Wrong Track"
"889","$22,500-$24,999","Wrong Track"
"890","$30,000-$34,999","Wrong Track"
"891","$15,000-$17,499","Right Direction"
"892","$5,000-$9,999","Right Direction"
"893","Under $5,000","Right Direction"
"894","$20,000-$22,499","Right Direction"
"895","$12,500-$14,999","Right Direction"
"896","$10,000-$12,499","Right Direction"
"897","$40,000-$44,999","Wrong Track"
"898","$25,000-$27,499","Right Direction"
"899","$20,000-$22,499",NA
"900","$30,000-$34,999","Right Direction"
"901","$15,000-$17,499","Right Direction"
"902","$25,000-$27,499","Wrong Track"
"903","$30,000-$34,999",NA
"904","$90,000-$99,999","Wrong Track"
"905","$45,000-$49,999","Wrong Track"
"906","$17,500-$19,999","Right Direction"
"907","$50,000-$54,999","Wrong Track"
"908","Under $5,000","Wrong Track"
"909","$27,500-$29,999","Right Direction"
"910","Under $5,000","Right Direction"
"911","$10,000-$12,499","Right Direction"
"912","$30,000-$34,999","Right Direction"
"913","Under $5,000","Wrong Track"
"914",NA,"Wrong Track"
"915","$45,000-$49,999","Wrong Track"
"916","$70,000-$74,999","Wrong Track"
"917","$20,000-$22,499","Wrong Track"
"918","$40,000-$44,999","Right Direction"
"919","Under $5,000","Wrong Track"
"920","$65,000-$69,999","Wrong Track"
"921","$20,000-$22,499","Wrong Track"
"922","$55,000-$59,999","Right Direction"
"923","$50,000-$54,999","Wrong Track"
"924","Under $5,000","Wrong Track"
"925","$30,000-$34,999",NA
"926","Under $5,000","Wrong Track"
"927","$50,000-$54,999","Right Direction"
"928","Under $5,000","Wrong Track"
"929","$35,000-$39,999","Wrong Track"
"930","$125,000-$149,999","Wrong Track"
"931","$110,000-$124,999","Wrong Track"
"932","$30,000-$34,999","Right Direction"
"933",NA,"Wrong Track"
"934","$65,000-$69,999","Wrong Track"
"935","$60,000-$64,999","Wrong Track"
"936","$30,000-$34,999","Wrong Track"
"937",NA,NA
"938","$75,000-$79,999","Wrong Track"
"939","$75,000-$79,999","Right Direction"
"940","$60,000-$64,999","Wrong Track"
"941","$35,000-$39,999","Right Direction"
"942","$30,000-$34,999","Wrong Track"
"943","$10,000-$12,499","Wrong Track"
"944","$20,000-$22,499","Wrong Track"
"945","$125,000-$149,999","Wrong Track"
"946","$60,000-$64,999","Wrong Track"
"947","$35,000-$39,999","Wrong Track"
"948","$90,000-$99,999","Right Direction"
"949","$45,000-$49,999","Wrong Track"
"950","$5,000-$9,999","Right Direction"
"951","$15,000-$17,499","Wrong Track"
"952","$5,000-$9,999","Wrong Track"
"953","$5,000-$9,999","Wrong Track"
"954","$35,000-$39,999","Wrong Track"
"955","$250,000 Or More","Wrong Track"
"956","$5,000-$9,999","Right Direction"
"957","Under $5,000","Right Direction"
"958","$15,000-$17,499","Wrong Track"
"959","$12,500-$14,999","Wrong Track"
"960","$30,000-$34,999","Right Direction"
"961","Under $5,000","Wrong Track"
"962","$50,000-$54,999","Wrong Track"
"963","Under $5,000","Wrong Track"
"964","Under $5,000","Right Direction"
"965","$50,000-$54,999",NA
"966","$40,000-$44,999","Right Direction"
"967","$100,000-$109,999","Right Direction"
"968","$25,000-$27,499","Wrong Track"
"969","$65,000-$69,999","Right Direction"
"970","$35,000-$39,999","Right Direction"
"971","$110,000-$124,999","Wrong Track"
"972","$30,000-$34,999",NA
"973",NA,"Wrong Track"
"974","$15,000-$17,499","Right Direction"
"975","$45,000-$49,999","Right Direction"
"976","$40,000-$44,999","Wrong Track"
"977","$60,000-$64,999","Right Direction"
"978","$60,000-$64,999",NA
"979","$40,000-$44,999","Right Direction"
"980","$70,000-$74,999","Right Direction"
"981","$75,000-$79,999","Right Direction"
"982","$50,000-$54,999","Right Direction"
"983","$10,000-$12,499","Right Direction"
"984","$65,000-$69,999","Wrong Track"
"985","$12,500-$14,999","Right Direction"
"986","$10,000-$12,499","Wrong Track"
"987","$25,000-$27,499","Wrong Track"
"988","$15,000-$17,499","Right Direction"
"989","Under $5,000","Right Direction"
"990","$35,000-$39,999","Wrong Track"
"991","$20,000-$22,499","Right Direction"
"992","$10,000-$12,499","Right Direction"
"993","Under $5,000","Right Direction"
"994","$80,000-$89,999","Right Direction"
"995","$90,000-$99,999","Right Direction"
"996","$20,000-$22,499","Right Direction"
"997","$35,000-$39,999","Right Direction"
"998","$45,000-$49,999","Right Direction"
"999","Under $5,000","Wrong Track"
"1000","$20,000-$22,499","Right Direction"
"1001","Under $5,000","Right Direction"
"1002","$5,000-$9,999","Right Direction"
"1003","$40,000-$44,999","Wrong Track"
"1004","$40,000-$44,999","Right Direction"
"1005","Under $5,000","Right Direction"
"1006","$30,000-$34,999","Right Direction"
"1007","Under $5,000","Right Direction"
"1008",NA,"Right Direction"
"1009","Under $5,000","Right Direction"
"1010","$35,000-$39,999","Right Direction"
"1011","$20,000-$22,499","Wrong Track"
"1012","$20,000-$22,499","Right Direction"
"1013","$60,000-$64,999","Wrong Track"
"1014","$50,000-$54,999","Wrong Track"
"1015","$10,000-$12,499","Wrong Track"
"1016","$15,000-$17,499","Wrong Track"
"1017","$20,000-$22,499","Right Direction"
"1018","$5,000-$9,999","Wrong Track"
"1019","$80,000-$89,999","Right Direction"
"1020",NA,"Right Direction"
"1021","Under $5,000","Right Direction"
"1022","$25,000-$27,499","Wrong Track"
"1023","$80,000-$89,999","Right Direction"
"1024","$100,000-$109,999","Right Direction"
"1025","$30,000-$34,999","Wrong Track"
"1026","Under $5,000","Wrong Track"
"1027","$45,000-$49,999","Right Direction"
"1028","$60,000-$64,999","Right Direction"
"1029","$10,000-$12,499",NA
"1030","$40,000-$44,999","Wrong Track"
"1031","$5,000-$9,999","Wrong Track"
"1032",NA,"Right Direction"
"1033","$12,500-$14,999","Right Direction"
"1034","$35,000-$39,999","Wrong Track"
"1035","$10,000-$12,499","Wrong Track"
"1036","$90,000-$99,999","Wrong Track"
"1037","$110,000-$124,999","Right Direction"
"1038","$175,000-$249,999",NA
"1039","$35,000-$39,999","Wrong Track"
"1040","$35,000-$39,999","Wrong Track"
"1041",NA,"Wrong Track"
"1042","$150,000-$174,999","Wrong Track"
"1043","$40,000-$44,999","Wrong Track"
"1044","$5,000-$9,999","Wrong Track"
"1045","Under $5,000","Wrong Track"
"1046","$40,000-$44,999","Wrong Track"
"1047","$90,000-$99,999","Wrong Track"
"1048","$20,000-$22,499","Wrong Track"
"1049","$40,000-$44,999","Right Direction"
"1050","$35,000-$39,999","Wrong Track"
"1051","$22,500-$24,999","Right Direction"
"1052","$90,000-$99,999","Wrong Track"
"1053","$30,000-$34,999","Right Direction"
"1054","$70,000-$74,999","Right Direction"
"1055","$27,500-$29,999",NA
"1056","$27,500-$29,999","Right Direction"
"1057","$25,000-$27,499","Right Direction"
"1058","$80,000-$89,999","Right Direction"
"1059","$60,000-$64,999","Wrong Track"
"1060","$100,000-$109,999","Wrong Track"
"1061","$5,000-$9,999","Right Direction"
"1062","$100,000-$109,999","Wrong Track"
"1063","$30,000-$34,999","Right Direction"
"1064","$35,000-$39,999","Right Direction"
"1065","$60,000-$64,999","Right Direction"
"1066","$40,000-$44,999","Right Direction"
"1067","$35,000-$39,999","Wrong Track"
"1068","$15,000-$17,499","Right Direction"
"1069","$25,000-$27,499","Right Direction"
"1070","$70,000-$74,999","Wrong Track"
"1071","$100,000-$109,999","Wrong Track"
"1072","$40,000-$44,999","Right Direction"
"1073","Under $5,000",NA
"1074","$25,000-$27,499","Wrong Track"
"1075",NA,"Wrong Track"
"1076","$35,000-$39,999","Right Direction"
"1077","$25,000-$27,499","Right Direction"
"1078","$25,000-$27,499","Wrong Track"
"1079","$20,000-$22,499","Right Direction"
"1080","$22,500-$24,999","Wrong Track"
"1081","$12,500-$14,999","Right Direction"
"1082","$20,000-$22,499","Right Direction"
"1083","$30,000-$34,999","Wrong Track"
"1084","$5,000-$9,999","Wrong Track"
"1085","$30,000-$34,999","Wrong Track"
"1086","$30,000-$34,999","Right Direction"
"1087","$50,000-$54,999","Wrong Track"
"1088","Under $5,000","Wrong Track"
"1089","$30,000-$34,999","Wrong Track"
"1090","$30,000-$34,999","Wrong Track"
"1091","$25,000-$27,499","Wrong Track"
"1092","Under $5,000","Wrong Track"
"1093","Under $5,000","Wrong Track"
"1094","$55,000-$59,999","Wrong Track"
"1095","$175,000-$249,999","Wrong Track"
"1096","$22,500-$24,999","Right Direction"
"1097","$10,000-$12,499",NA
"1098","$80,000-$89,999","Wrong Track"
"1099","$15,000-$17,499",NA
"1100",NA,NA
"1101","$12,500-$14,999","Right Direction"
"1102","$15,000-$17,499","Right Direction"
"1103","$40,000-$44,999","Wrong Track"
"1104","$5,000-$9,999","Wrong Track"
"1105","$45,000-$49,999","Wrong Track"
"1106","$110,000-$124,999","Wrong Track"
"1107","$50,000-$54,999","Wrong Track"
"1108","$75,000-$79,999","Wrong Track"
"1109","$10,000-$12,499","Wrong Track"
"1110","$50,000-$54,999","Wrong Track"
"1111","Under $5,000","Wrong Track"
"1112","Under $5,000","Right Direction"
"1113","$15,000-$17,499","Wrong Track"
"1114",NA,"Wrong Track"
"1115","$25,000-$27,499","Right Direction"
"1116","$50,000-$54,999","Wrong Track"
"1117","$40,000-$44,999","Wrong Track"
"1118","Under $5,000","Right Direction"
"1119","$40,000-$44,999","Wrong Track"
"1120",NA,"Right Direction"
"1121","$70,000-$74,999","Right Direction"
"1122","$100,000-$109,999","Wrong Track"
"1123","Under $5,000","Wrong Track"
"1124","$10,000-$12,499","Wrong Track"
"1125","$27,500-$29,999","Right Direction"
"1126","$80,000-$89,999","Wrong Track"
"1127","$70,000-$74,999","Right Direction"
"1128","$175,000-$249,999","Right Direction"
"1129","$60,000-$64,999","Wrong Track"
"1130","$35,000-$39,999","Wrong Track"
"1131","$80,000-$89,999","Right Direction"
"1132","$60,000-$64,999","Wrong Track"
"1133","$35,000-$39,999","Right Direction"
"1134","$30,000-$34,999","Wrong Track"
"1135","Under $5,000","Wrong Track"
"1136","$30,000-$34,999","Wrong Track"
"1137","$40,000-$44,999","Right Direction"
"1138","$65,000-$69,999","Right Direction"
"1139","$30,000-$34,999","Wrong Track"
"1140","$250,000 Or More","Right Direction"
"1141","$60,000-$64,999","Wrong Track"
"1142","$90,000-$99,999","Right Direction"
"1143","$150,000-$174,999","Right Direction"
"1144","$22,500-$24,999","Wrong Track"
"1145","$35,000-$39,999","Wrong Track"
"1146","$10,000-$12,499","Wrong Track"
"1147","$40,000-$44,999","Right Direction"
"1148",NA,"Wrong Track"
"1149","Under $5,000","Wrong Track"
"1150","$30,000-$34,999","Wrong Track"
"1151","$12,500-$14,999","Wrong Track"
"1152","$20,000-$22,499","Wrong Track"
"1153","$100,000-$109,999","Right Direction"
"1154",NA,"Wrong Track"
"1155","$20,000-$22,499","Right Direction"
"1156","Under $5,000","Right Direction"
"1157","$100,000-$109,999","Wrong Track"
"1158","$75,000-$79,999",NA
"1159","$40,000-$44,999","Right Direction"
"1160","$30,000-$34,999","Wrong Track"
"1161","$35,000-$39,999","Right Direction"
"1162","$250,000 Or More","Wrong Track"
"1163","Under $5,000","Wrong Track"
"1164","Under $5,000","Wrong Track"
"1165","$17,500-$19,999",NA
"1166","$250,000 Or More","Wrong Track"
"1167","$250,000 Or More","Right Direction"
"1168","$60,000-$64,999","Right Direction"
"1169",NA,"Wrong Track"
"1170","$50,000-$54,999",NA
"1171","$20,000-$22,499","Wrong Track"
"1172","$65,000-$69,999","Wrong Track"
"1173","$15,000-$17,499","Wrong Track"
"1174","$5,000-$9,999","Wrong Track"
"1175","$40,000-$44,999","Right Direction"
"1176","$15,000-$17,499","Wrong Track"
"1177","$30,000-$34,999","Wrong Track"
"1178","$20,000-$22,499",NA
"1179","$15,000-$17,499",NA
"1180","Under $5,000","Right Direction"
"1181","$75,000-$79,999","Wrong Track"
"1182","$20,000-$22,499","Right Direction"
"1183","$20,000-$22,499","Right Direction"
"1184","$40,000-$44,999","Right Direction"
